CRN,AXLE_CNT,CARGO_BD_TYPE,CARRIER_ADDR_1,CARRIER_ADDR_2,CARRIER_ADDR_CITY,CARRIER_ADDR_STATE,CARRIER_ADDR_ZIP,CARRIER_NM,CARRIER_TEL,GVWR,HAZMAT_CD1,HAZMAT_CD2,HAZMAT_CD3,HAZMAT_CD4,HAZMAT_IND,HAZMAT_REL_IND1,HAZMAT_REL_IND2,HAZMAT_REL_IND3,HAZMAT_REL_IND4,ICC_NUM,OSIZE_LOAD_IND,PUC_NUM,UNIT_NUM,USDOT_NUM,VEH_CONFIG_CD
2012047208,99.0,1,3003 BREEZEWOOD LANE,,UNKNOWN,ZZ,54956,VALLEY PROTEINS IN,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,5
2012047297,99.0,4,3201 FOX ST,,PHILA,PA,191,PHILA WATER DEPT,2156852016.0,27000.0,,,,,N,,,,,,N,,3,00960224,3
2012048048,2.0,1,PO BOX 619,,LUMBERTON,NJ,08048,MILLER TRUCK LEASING,8882652900.0,26000.0,,,,,N,,,,,,N,,1,00297242,3
2012049519,3.0,1,2601 S INDIAN MERIDIAN,,PAULS VALLEY,OK,73075,WAL-MART TRANSPORTATION LLC,9999999999.0,17500.0,,,,,N,,,,,,N,,2,,4
2012049774,99.0,1,1420 PHOENIXVILLE PK,,WEST CHESTER,PA,19380,RANSOME IDEALEASE,9999999999.0,25999.0,,,,,N,,,,,,N,,2,,5
2012050192,99.0,8,1119 N BODINE,,PHILA,PA,19123,76 CARRIAGE CO INC.,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012055943,2.0,3,2462 SUSSEX DR,,EMPORIA,VA,23847,GRAYSON MITCHELL INC,8002476321.0,80000.0,,,,,N,,,,,000187492,N,,2,00291180,8
2012056754,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012056754,99.0,9,2300 W PASSYUNK AVE,,PHILADELPHIA,PA,19145,AARONS INC,9999999999.0,12000.0,,,,,N,,,,,,N,,2,,99
2012056757,99.0,1,15 OREGON AVE,,PHILADELPHIA,PA,19148,UPS,9999999999.0,17000.0,,,,,N,,,,,,N,,2,,5
2012057357,3.0,7,242 S 51ST ST,,PHILADELPHIA,PA,19139,JKT CONTRACTORS &DEVELOPERS,2153894664.0,73280.0,,,,,N,,,,,,N,,1,00912039,8
2012062395,2.0,1,200 EAGLE COURT,,BRIDGEPORT,NJ,08014,ALBERT'S ORGANICS,8008995944.0,33000.0,,,,,N,,,,,,N,,1,00016130,3
2012062395,5.0,2,2100 RIVERSIDE DRIVE SU,,GREENBAY,WI,54307,THE MANNA COMPANY,8005513175.0,80000.0,,,,,N,,,,,000268465,N,,6,00540009,8
2012064682,2.0,8,6821 NORWITCH DR,,PHILADELPHIA,PA,19153,ALL CITY TRANSPORTATION INC,9999999999.0,25500.0,,,,,N,,,,,,N,,1,02299946,11
2012065011,2.0,3,145 EAST MAIN ST,,LANSDALE,PA,19446,BOB'S AUTOMOTIVE CLINIC INC,2153939572.0,33000.0,,,,,N,,,,,,N,,3,00852502,3
2012065331,5.0,1,PO BOX 260,,MILLERSTOWN,PA,17062,HF CAMPBELL AND SON,7175893194.0,80000.0,,,,,N,,,,,,N,,1,00010546,8
2012066720,99.0,9,200 HELEN ST,,SOUTH PLAINFIELD,NJ,2011,BAKERS EXPRESS,9999999999.0,,,,,,N,,,,,,N,,2,99999999,8
2012068762,99.0,8,13420DAMARDR,,PHILADELPHIA,PA,19116,CLASSIBUSCOINC,2159345885.0,999999.0,,,,,N,,,,,,N,,1,,11
2012069333,99.0,8,1234 MARKET 14TH FL,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012069333,99.0,8,2500 WHEATSHEAF LN,,PHILADELPHIA,PA,19137,DURHAM SCHOOL SERVICES LP,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012075153,5.0,1,1765 CHAMPLAIN DR,,TOBYHANNA,PA,18466,MACIEJ NIEWIAROWSKI,9999999999.0,80000.0,,,,,N,,,,,,N,,2,01727374,8
2012078642,99.0,9,920 WAYLAND CIRCLE,,BENSALEM,PA,19020,DINARDO & SON BUILDERS INC,9999999999.0,73280.0,,,,,N,,,,,,N,,3,99999999,9
2012082148,3.0,0,735 BROAD ST,,BEVERLY,NJ,080101507,ROBERT GRAY'S SONS,6093867887.0,80000.0,,,,,N,,,,,000171383,N,A-00097768,3,00273655,7
2012083352,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012095423,99.0,1,"74 RIDGE RD,P O BOX 200",,TYLERSPORT,PA,18971,INDIAN VALLEY BULK CARRIERS IN,9999999999.0,80000.0,,,,,N,,,,,,N,,2,99999999,8
2012100589,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012111676,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2012111737,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2012112645,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,2,,99
2012120046,2.0,9,705 DORA WOODS LANE,,NEW CASTLE,DE,19720,CAPITAL TAXI INC,2152352200.0,,,,,,,,,,,,N,,1,,98
2012120087,5.0,1,33 NORTHFIELD AVE,,EDISON,NJ,08818,WAKEFERN FOOD CORP,8004924045.0,800000.0,,,,,N,,,,,,N,,3,00017669,8
2012122445,2.0,0,242 WILTSHIRE ST,,UPPER DARBY,PA,99999,SHARMA CAB CO,9999999999.0,,,,,,N,,,,,,N,,1,,0
2013000082,5.0,9,100 MIDDLESEX CENTER,,JAMESBURG,NJ,08831,ARGIX DIRECT INC,2013135024.0,80000.0,,,,,N,,,,,,N,,2,09999999,8
2013003783,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2013006672,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,N,,,,,,N,,2,99999999,8
2013007293,99.0,7,"408 S OAK AVE,RM 210404",,PRIMOS,PA,19018,WASTE MANAGEMENT OF PENNSYLVAN,9999999999.0,,,,,,N,,,,,,N,,1,99999999,9
2013013203,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,1,,11
2013029493,3.0,4,1826 NORTH BLACK HORSE,,WILLIAMSTOWN,NJ,08094,NATURAL STONE WHOLESALERS,8563181384.0,80000.0,,,,,N,,,,,000765364,N,,2,02205739,0
2012015504,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,,,,,,999999999,N,,1,99999999,11
2012017865,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,,,,,,999999999,N,,1,99999999,99
2012021374,2.0,8,3740 E. THOMPSON ST.,,PHILADELPHIA,PA,19137,ATLANTIC EXPRESS OF PA,2155375405.0,13381.0,,,,,N,,,,,,N,,1,01246812,11
2012026945,5.0,1,485 B RT 1 SO STE 110,,ISELIN,NJ,08830,H&M INTERNATIONAL TRANSPORTATION,2155372340.0,80000.0,,,,,N,,,,,,N,,1,00569618,8
2012031224,5.0,1,PO BOX 989,,PACICA,CA,94044,HG,8008010798.0,80000.0,,,,,,,,,,,N,,1,02165117,8
2012034718,99.0,1,INDUSTRIAL HWY,,LESTER,PA,99999,SUNOCO INC,9999999999.0,80000.0,,,,,N,,,,,,N,,2,,8
2012036782,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012036932,99.0,1,333 W STREET RD,,FSTRVL TRVOSE,PA,19053,U HAUL OF NORTH PHILADELPHIA,9999999999.0,19500.0,,,,,N,,,,,,N,,1,,5
2012036933,99.0,8,"1234 MARKET ST,14TH ST",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012037335,2.0,4,935 RAHWAY DRIVE,,NEWARK,DE,19711,GRASS BUSTERS LANDSCAPING CO.,3025442086.0,19000.0,,,,,N,,,,,,N,,1,01198755,3
2012037703,99.0,1,500 MARIA CIR,,BENSALEM,PA,19020,ATLANTIC TOWING INC,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,5
2012042091,99.0,1,920 BRUNSWICK ST,,UNKNOWN,MD,99999,RYDER TRUCK RENTAL,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,8
2012042157,99.0,1,3015 E ONTARIO ST,,PHILADELPHIA,PA,19134,MIKE SPANOS & SONS INC,9999999999.0,73080.0,,,,,N,,,,,,N,,2,,5
2012048178,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012048244,99.0,8,"1234 MARKET ST,14TH FL",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012049720,99.0,1,"100 S BROAD ST,3RD FL",,PHILADELPHIA,PA,19110,CITY OF PHILA,9999999999.0,37000.0,,,,,N,,,,,,N,,1,,5
2012056459,99.0,8,3740 E THOMPSON,,PHILADELPHIA,PA,19137,ATLANTIC EXPRESS OF PHILADELPHIA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012058818,5.0,3,7201 EAST MELTON ROAD,,GARY,IN,46312,PGT TRUCKING INC,9999999999.0,80000.0,,,,,N,,,,,,N,,2,00192897,8
2012060760,3.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,2155807800.0,999999.0,,,,,N,,,,,,N,,1,,11
2012062732,2.0,4,5211 ARENDELL AVE,,PHILADELPHIA,PA,19114,ANGEL CONSTRUCTION,2673188227.0,18000.0,,,,,N,,,,,,U,,1,,3
2012065498,5.0,6,P.O.BOX 1036,,MANAHAWKIN,NJ,08050-8036,CHARLES G LONDRIGAN JR,6098916969.0,40000.0,,,,,N,,,,,,N,,2,02116492,8
2012065498,2.0,1,7642 BATH PIKE,,BATH,PA,18014,AIK LOGISTICS/PHILLIPS FEED & PE,6102502099.0,16388.0,,,,,N,,,,,,N,,3,01094779,3
2012066475,99.0,8,440 N BROAD STREET,,PHILADELPHIA,PA,19130,THE SCHOOL DISTRICT OF PHILADELP,9999999999.0,,,,,,N,,,,,,N,,1,99999999,11
2012066497,99.0,9,"100 S BROAD ST,3RD FLOO",,PHILADELPHIA,PA,19110,CITY OF PHILADELPHIA,9999999999.0,,,,,,N,,,,,,N,,2,99999999,99
2012068843,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012071433,5.0,1,1155 STOOPS FERRY RD,,CORAOPOLIS,PA,15108,ARL TRANSPORT LLC,4122646996.0,80000.0,,,,,N,,,,,000152672,N,,1,00186375,8
2012073626,99.0,1,9000 MIDLANTIC DR,,MOUNT LAUREL,NJ,08054,FEDERAL EXPRESS CORP,9999999999.0,,,,,,N,,,,,,N,,2,99999999,9
2012078205,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,99999999,11
2012078626,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,N,,,,,,N,,1,99999999,99
2012080730,2.0,8,1234 MARKET STREET,,PHILA,PA,19107,SEPTA,2155807800.0,44000.0,,,,,N,,,,,,N,,1,00010206,11
2012081427,5.0,1,800 ELLIS ST,,GLASSBORO,NJ,08028,JTP MANAGEMENT LLC,8563071900.0,80000.0,,,,,N,,,,,,N,,1,01367976,8
2012083034,99.0,1,14507 FRONTIER RD,,OMAHA,NE,68138,WERNER ENTERPRISES INC,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,8
2012083429,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012083521,3.0,8,15110 DALLAS PARKWAY SU,,DALLAS,TX,75248,GREYHOUND LINES INC,2159314051.0,35950.0,,,,,N,,,,,,N,,3,00044110,11
2012084166,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,26000.0,,,,,N,,,,,,N,,2,,11
2012092220,5.0,2,4958 LANCASTER AVE,,PHILADELPHIA,PA,19131,PHOENIX ENERGY GROUP,2158790522.0,80000.0,3.0,,,,Y,1.0,,,,,N,,1,00957245,8
2012095383,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2012095408,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2012095584,2.0,8,1234,MARKET STREET,PHILA,PA,19107.,SOUTHEASTERN PA TRANS AUTHORITY,9999999999.0,999999.0,,,,,N,,,,,,N,,2,00010206,11
2012097155,3.0,7,100 S BROAD ST,,PHILADELPHIA,PA,19110,CITY OF PHILADELPHIA,2156861776.0,58350.0,,,,,N,,,,,,N,,1,,4
2012097620,2.0,8,3740 E THOMPSON ST,,PHILADELPHIA,PA,19137,ATLANTIC EXPRESS OF PA,2155375405.0,10000.0,,,,,N,,,,,,N,,1,01246812,11
2012098284,99.0,9,P.O. BOX 1385,,BANGOR,ME,04402,HARTT TRANSP. SYSTEMS INC,9999999999.0,,,,,,N,,,,,,N,,2,99999999,8
2012098978,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,99
2012105452,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,2155803100.0,42540.0,,,,,N,,,,,,N,,1,00010206,11
2012109043,5.0,1,P O BOX 7001,,NORTH BRUNSWICK,NJ,08902,HERMANN FORWARDING CO,7322974400.0,80000.0,,,,,N,,,,,,N,,1,00017093,8
2012110941,5.0,1,400 CLINE AVE,,EAST CHICAGO,IN,46312,PENSKE,8562418608.0,80000.0,,,,,N,,,,,,N,,2,00080806,8
2012110942,99.0,1,920 BRUNSWICK ST,,BALTIMORE,MD,21223,RYDER TRUCK RENTAL,8002939337.0,80000.0,,,,,N,,,,,,N,,2,00075446,8
2012111757,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,2,,99
2012111785,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SOUTHEASTERN PENNA TRANSP AUTH,2155804813.0,500000.0,,,,,N,,,,,,N,,1,00010206,3
2012113888,99.0,8,2500 WHEATSHEAF LN,,PHILADELPHIA,PA,19137,DURHAM SCHOOL SERVICES LP,9999999999.0,,,,,,N,,,,,,N,,2,99999999,11
2012114871,99.0,8,1001 FILBERT ST,,UNKNOWN,TX,99999,GREYHOUND,9999999999.0,,,,,,N,,,,,,N,,2,99999999,11
2012121700,5.0,1,505 DUNAGAN DRIVE,,LAWRENCEVILLE,GA,30045,SOUTHSIDE LOGISTICS INC,6783815370.0,80000.0,,,,,N,,,,,,N,,2,02287678,8
2012123331,99.0,8,"1234 MARKET ST,14TH FL",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,1,99999999,11
2012126372,99.0,0,1405 WEST PIKE STREET,,PHILADELPHIA,PA,19140,NAGI CAB COMPANY,2152255000.0,,,,,,N,,,,,,N,,1,,99
2012128415,2.0,1,70 BUCKWALTER RD,,ROYERSFORD,PA,19468,SHEENA INC.,3474796629.0,25500.0,,,,,N,,,,,,N,,2,01727608,9
2012130306,5.0,1,3468 FOREST PARK RD. S.,,ATLANTA,GA,30354,GEORGE BARNETT,4043957841.0,80000.0,,,,,N,,,,,,N,,2,00970050,8
2013003761,99.0,8,6821 NORWITCH DR,,PHILADELPHIA,PA,19153,ALL CITY TRANSPORTATION INC,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2013003974,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2013006890,2.0,8,"1234 MARKET ST,14TH FL",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,,11
2013007395,5.0,2,1182 260TH STREET,,SERGEANT BLUFF,IA,51054,AIR LIQUIDE INDUSTRIAL US LP,7138962157.0,80000.0,3.0,,,,Y,1.0,,,,,N,,1,01266816,8
2013012103,2.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,1,,11
2013032598,99.0,8,"1234 MARKET STREET,14TH",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,,11
2012007087,5.0,1,7308 BELDEN ST,,PHILADELPHIA,PA,19111,NAZIFA TRANSPORT,2150000000.0,80000.0,,,,,N,,,,,999999999,N,,2,01784275,8
2012013309,5.0,2,10 INDUSTRIAL HWY,,LESTER,PA,19029,SUNOCO R AND M,6109992489.0,75000.0,3.0,,,,Y,1.0,,,,,N,,1,00010328,8
2012015390,99.0,2,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,,,,,,,N,,2,99999999,3
2012015400,2.0,7,100 S BROAD ST,,PHILADELPHIA,PA,19110,CITY OF PHILADLEPHIA,2673352732.0,60000.0,,,,,N,,,,,,U,,1,,5
2012017422,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,2155804814.0,44000.0,,,,,N,,,,,,N,,1,00010206,11
2012017937,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,,,,,,999999999,N,,2,99999999,11
2012018383,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012020511,99.0,2,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,,,,,,999999999,N,,2,99999999,5
2012025853,5.0,1,3400 EAST MAIN,,DANVILLE,IL,61832,TRANSCO INC,2547717500.0,52000.0,,,,,N,,,,,,N,,1,01062707,8
2012026222,99.0,8,3740 E THOMPSON ST,,UNKNOWN,ZZ,99999,ATLANTIC EXPRESS OF PA,9999999999.0,999999.0,,,,,,,,,,999999999,N,,1,99999999,10
2012026237,99.0,2,7421 GLENMORE AV,,PHILA,PA,19153,OIL PATCH,9999999999.0,330000.0,,,,,,,,,,999999999,U,,2,99999999,5
2012032705,3.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,2155807947.0,80000.0,,,,,N,,,,,,N,,1,00010206,11
2012033885,2.0,1,14 TANNER ST,,HADDONFIELD,NT,08033,RENT A CHEF GORMET FOOD,6095191279.0,999999.0,,,,,N,,,,,,N,,1,,3
2012034715,99.0,9,13440 DAMAR DR,,PHILADELPHIA,PA,19116,EXTREME TOWING,9999999999.0,25500.0,,,,,N,,,,,,N,,1,,5
2012036677,5.0,3,50415 HERBERT ST,,GRANGER,IN,46530,UFP TRANSPORTATION INC,7704723050.0,72000.0,,,,,N,,,,,,N,,1,01079241,8
2012041535,99.0,8,11000 ROOSEVELT BLVD,,PHILADELPHIA,PA,19116,PHILADELPHIA ACADEMY CHARTER S,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012042093,99.0,8,"1234 MARKET ST,14TH FLR",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012046661,2.0,8,2905 ABBOTTSFORD AVE,,PHILADELPHIA,PA,19129,PHILLY TRANSPORTATION LLC,2158421222.0,29800.0,,,,,N,,,,,,N,,1,01497653,11
2012047184,99.0,9,116 WILLIS ST,,GAFFNEY,SC,99999,BROWN PACKING CO INC,9999999999.0,,,,,,,,,,,,N,,2,99999999,8
2012047257,99.0,1,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,8
2012048197,99.0,9,2717 CAMPBELL BLVD,,ELLENWOOD,GA,30294,READY TRUCKING,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,8
2012048764,5.0,1,11530 HUDSON BLVD N,,LAKE ELMO,MN,55042,D & T TRUCKING CO INC,6512054141.0,80000.0,,,,,N,,,,,,N,,1,01691263,8
2012049700,99.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012049775,99.0,1,190 BAY AVE,,HIGHLANDS,NJ,07732,CERTIFIED CLAM CO,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,5
2012051856,99.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,11
2012053374,3.0,7,408 DORRANCE STREET,,BRISTOL,PA,19007,NONE,2156513963.0,80000.0,,,,,N,,,,,,N,,2,59026893,8
2012060628,3.0,1,6500 INDUSTRIAL HWY,,GARY,IN,464068000,SWIFT,2679710810.0,80000.0,,,,,N,,,,,,N,,1,00054233,8
2012064565,5.0,2,1709 S BURLINGTON RD,,BRIDGETON,NJ,08302,PAPCO LLC,8162295791.0,80000.0,2.0,,,,Y,1.0,,,,,N,,1,01481678,8
2012066744,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,99999999,11
2012068772,99.0,8,1234 MARKET 14TH FL,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012071127,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,SEPTA,2155807947.0,40130.0,,,,,N,,,,,,N,,1,00010206,11
2012073531,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,3,,11
2012078988,99.0,8,"1234 MARKET ST,14TH FLO",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,1,99999999,11
2012080812,99.0,8,"1234 MARKET ST,14TH FLR",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,99999999,10
2012083407,99.0,8,"1234 MARKET ST,14TH FL",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,99999999,11
2012088004,2.0,8,1234 MARKET ST,,PHILADELPHIA,PA,19107,TRENTON-PHILADELPHIA COACH CO,2155807947.0,40130.0,,,,,N,,,,,,N,,1,00010206,11
2012088997,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,99
2012098305,99.0,8,1234 MARKET ST. 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,1,99999999,11
2012098484,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,11
2012099386,3.0,8,1234 MARKET ST,,PHILA,PA,19107,SOTHEASTERNPENNSYLVANIATRANSPOR,2155803100.0,999999.0,,,,,N,,,,,,N,,1,,11
2012102566,4.0,4,1887 YORK AVE,,WILLIAMSTOWN,NJ,08094,H.P.KANADY TRUCKING,8568810814.0,80000.0,,,,,N,,,,,,N,,1,00601519,4
2012103844,99.0,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,N,,1,09999999,6
2012110524,4.0,2,223 FELLOWSHIP RD.,,EAGLE,PA,19480,MCGOVERN ENVIRONMENTAL LLC,8004647777.0,73280.0,,,,,N,,,,,,N,,1,01584080,4
2012111658,99.0,8,1234 MARKET,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012111805,,9,UNKNOWN,,UNKNOWN,ZZ,99999,UNKNOWN,9999999999.0,,,,,,,,,,,,,,1,,99
2012114779,5.0,3,1431 MANCHESTER RD,,BELOIT,WI,53511,BLACKHAWK TRANSPORT INC,6083649728.0,80000.0,,,,,,,,,,,N,,1,00391460,6
2012120129,99.0,7,"100 S BROAD ST,3RD FLOO",,PHILADELPHIA,PA,19110,CITY OF PHILADELPHIA,9999999999.0,,,,,,N,,,,,,N,,3,99999999,9
2013003881,5.0,1,2001 HERR ST,,HARRISBURG,PA,17105,HARRISBURG DARIES,7172338701.0,80000.0,,,,,N,,,,,,N,,1,00064306,8
2013012061,99.0,9,"100 S BROAD ST,3RD FL",,PHILADELPHIA,PA,19110,CITY OF PHILADELPHIA,9999999999.0,71620.0,,,,,N,,,,,,N,,2,,99
2012014811,5.0,2,3380 SOUTH DIXIE HWY,,LIMA,OH,45804,AMERIGAS PROPANE,6097742145.0,80000.0,,,,,N,,,,,,N,,2,00388004,8
2012020481,99.0,9,1625 HAMPTON RD,,HAVERTON,DE,19083,JOSEPH AND SON TRIAXLE SERVICE,2676368110.0,,,,,,N,,,,,,U,,1,,99
2012021336,5.0,1,10711 5TH AVE,#301,COUNTRYSIDE,IL,60525,WOJITEK EXPRESS INC.,7086553760.0,50000.0,,,,,N,,,,,,N,,1,01511309,8
2012026267,99.0,9,7158 OGONTZ AVE,,PHILADELPHIA,PA,19138,MURRAYS STEAKS (PENSKE INC),9999999999.0,999999.0,,,,,,,,,,,N,,3,99999999,99
2012027761,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,,,,,,999999999,N,,1,99999999,11
2012034689,99.0,8,"1234 MARKET ST,14TH FL",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012044330,3.0,1,115 BEECHWOOD LN,,LEHIGHTON,PA,18235,RYAN N SIMMONS,5703863274.0,80000.0,,,,,N,,,,,,N,,1,00699184,8
2012045433,99.0,9,9 WEST ATHENS AVE,,ARDMORE,PA,19003,K & S TOWING AND RECOVERY INC,9999999999.0,999999.0,,,,,N,,,,,,N,,1,,5
2012047819,5.0,3,650 WESTTOWN ROAD,,WEST CHESTER,PA,19382,A DUIE PYLE,6106965800.0,80000.0,,,,,N,,,,,000258668,N,,2,00512524,8
2012060681,99.0,8,1234 MARKET ST,14TH FL,PHILA,PA,19103,SEPTA,2155808570.0,999999.0,,,,,N,,,,,,N,,1,,11
2012063943,99.0,8,1234 MARKET ST 14TH FL,,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012064035,99.0,9,3000 HEDLEY ST,,PHILADELPHIA,PA,19137,BFI WASTE SERVICE,9999999999.0,73280.0,,,,,N,,,,,,N,,1,,5
2012066471,99.0,8,1234 MARKET ST 14TH FL,,PHILA,PA,19107,SEPTA,9999999999.0,999999.0,,,,,N,,,,,,N,,2,,11
2012066538,99.0,8,"1234 MARKET ST,14TH FL",,PHILADELPHIA,PA,19107,SEPTA,9999999999.0,,,,,,N,,,,,,N,,2,99999999,11
2012069020,5.0,1,8143 15TH AVE APT 2,,HYATTSVILLE,MD,20783,MAXIMILLIANO ZAMORA,9084134693.0,52000.0,,,,,N,,,,,,N,,1,00863166,8
