CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,PC_HDLGHT_IND,PC_HLMT_IND,PC_PASSNGR_IND,PC_REAR_RFLTR_IND,UNIT_NUM
2016007611,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2016008170,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015049026,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015049095,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015049160,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015051530,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015051620,N,Y,Y,Y,U,Y,1.0,Y,N,998.0,N,,,,,,,,N,,,,,1
2015051954,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015056099,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2015056551,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015058731,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015061792,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015061896,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015061899,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015063920,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015065787,N,N,U,N,N,N,0.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2015069723,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015070178,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015070617,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015071329,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015073265,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015074573,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015076211,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015078624,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2015078689,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015079384,N,N,Y,Y,Y,Y,1.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2015080267,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015080664,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015081139,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015083377,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015084404,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015085230,Y,N,Y,Y,U,U,3.0,Y,N,99999.0,N,,,,,,,,N,,,,,2
2015085327,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015086268,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015088770,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015092069,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015095694,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015098963,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015099015,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015099039,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015100701,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015102004,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015102381,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015103326,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015105140,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015109309,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015113182,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015114108,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2015114568,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015117580,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015117628,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2
2015128540,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015128630,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015130004,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015130050,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015130054,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015131318,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015009315,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015028865,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015036606,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015042786,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015042858,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015042872,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015045438,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2016002437,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2016002452,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2016002519,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2016007681,,,,,,,,,,,,,,,,,,,,U,N,N,N,1
2016015203,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2016019871,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015049197,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015051964,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015052298,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015053919,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015056095,N,Y,Y,Y,U,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,,,,,1
2015056512,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015056516,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015056534,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015061829,U,U,U,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,,,,,1
2015063524,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2015065460,,,,,,,,,,,,,,,,,,,,U,N,N,U,3
2015066298,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015066314,Y,U,Y,N,U,U,1.0,Y,Y,99999.0,N,,,,,,,,N,,,,,2
2015066330,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015069736,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015070193,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015070618,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015070677,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015072860,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015073711,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015075687,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015077843,U,U,N,N,N,N,0.0,U,U,1000.0,N,,,,,,,,N,,,,,1
2015080672,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015081124,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015083424,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015085239,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2015085290,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015086263,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015088662,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015088684,N,Y,U,N,U,U,9.0,Y,U,50.0,N,,,,,,,,N,,,,,1
2015091048,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015092922,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015092932,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015093019,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015095678,,,,,,,,,,,,,,,,,,,,U,N,N,U,3
2015095738,U,U,U,U,U,U,9.0,U,U,99999.0,U,,,,,,,,U,,,,,1
2015102396,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015102874,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015103325,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015103364,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015105142,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015106395,U,U,Y,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,N,,,,,1
2015106436,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015106443,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015107432,,,,,,,,,,,,,,,,,,,,U,U,U,U,1
2015108094,N,N,Y,Y,Y,Y,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,1
2015109319,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015112188,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015114529,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015117693,Y,U,U,U,U,U,9.0,U,U,50.0,N,,,,,,,,N,,,,,2
2015119317,,,,,,,,,,,,,,,,,,,,N,Y,N,U,2
2015120104,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015121064,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015130107,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015130284,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015130386,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015130386,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,3
2015135826,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2015038680,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015045359,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015045444,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2016001458,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2016005078,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2016008628,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2016013996,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015049190,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015051507,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015051917,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015053918,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015054004,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015056450,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015056933,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015059110,U,U,U,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,,,,,1
2015061725,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015061918,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015063519,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2015063913,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015066191,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015066201,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015066302,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015066342,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015069699,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015070118,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2015070649,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015070673,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015072860,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015072878,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015073220,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015073660,,,,,,,,,,,,,,,,,,,,N,U,N,N,1
2015073716,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015074400,N,N,Y,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2015074575,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015078270,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015081127,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015081137,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015081303,U,Y,U,Y,Y,Y,1.0,U,N,1400.0,N,,,,,,,,N,,,,,1
2015083411,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2015084394,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015084439,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015086225,N,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015088727,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015091024,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015091123,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015091131,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015091151,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015091170,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015092450,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2015092462,U,U,U,U,U,U,1.0,U,U,600.0,N,,,,,,,,N,,,,,2
2015092465,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015095160,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015095203,U,U,Y,U,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015095681,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015095698,N,Y,Y,Y,U,Y,1.0,Y,Y,1300.0,N,,,,,,,,N,,,,,1
2015095741,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2015095757,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015096332,Y,Y,Y,Y,Y,Y,3.0,Y,N,1749.0,N,,,,,,,,N,,,,,1
2015098968,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015098970,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015099083,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2015101997,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015103334,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015103337,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015103453,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015105143,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015105542,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015106446,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015107958,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015109270,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015109323,,,,,,,,,,,,,,,,,,,,U,U,N,N,2
2015112177,U,U,U,N,U,U,1.0,Y,Y,99999.0,N,,,,,,,,N,,,,,2
2015112266,N,N,N,U,N,N,0.0,Y,Y,6.0,N,,,,,,,,N,,,,,1
2015114549,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2015114589,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2015115052,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015117582,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015120499,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015120526,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015127379,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015135815,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015006059,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015015599,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,1
2015021917,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015025115,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015038693,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015040914,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015042812,U,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015045400,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015045466,U,U,U,U,U,U,1.0,Y,Y,99999.0,N,,,,,,,,N,,,,,1
2015047388,,,,,,,,,,,,,,,,,,,,U,Y,Y,Y,1
2016002542,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2016008173,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2016013308,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015053915,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015053972,N,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015056437,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015056451,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015056456,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015056565,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015056950,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015061759,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015061873,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015061916,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2
2015063970,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015063971,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015063973,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015064020,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015066163,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,1
2015066193,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015067413,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2015070580,N,U,N,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015071475,N,N,U,Y,Y,Y,1.0,Y,N,599.0,N,,,,,,,,N,,,,,1
2015073264,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015073643,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015075757,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015078225,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015078254,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015078306,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015080504,Y,Y,N,Y,Y,Y,2.0,Y,N,1450.0,N,,,,,,,,N,,,,,2
2015081070,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015081141,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015082625,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015083418,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015083972,Y,N,N,N,N,N,0.0,Y,N,150.0,N,,,,,,,,N,,,,,1
2015084434,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015084452,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015085235,U,U,U,Y,U,U,9.0,U,U,99999.0,Y,U,Y,U,U,9.0,U,U,U,,,,,1
2015085299,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015085310,,,,,,,,,,,,,,,,,,,,N,N,N,N,3
2015085313,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015085320,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015088693,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015089184,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015091055,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015091067,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015091076,,,,,,,,,,,,,,,,,,,,N,N,Y,N,2
2015093427,U,U,U,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,N,,,,,1
2015094336,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015095200,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015095730,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015103276,N,U,U,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,,,,,1
2015103397,U,U,Y,U,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015105125,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015106273,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015106395,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015109234,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015109269,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015109328,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015110344,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015111719,N,N,Y,N,N,N,0.0,Y,Y,750.0,N,,,,,,,,N,,,,,1
2015112167,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015116155,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015118143,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015120507,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015120991,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015125371,N,Y,Y,Y,Y,N,1.0,Y,Y,805.0,N,,,,,,,,N,,,,,1
2015128585,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015130239,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015136380,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015136392,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015038583,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015042753,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015042789,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015043253,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2015045352,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015047520,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2016002791,N,N,Y,Y,Y,Y,1.0,Y,Y,750.0,N,,,,,,,,N,,,,,1
2015049140,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2015049185,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015051428,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015051441,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015053893,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015056520,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015056541,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015057160,N,Y,U,Y,U,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,,,,,1
2015059108,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015059132,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015059133,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015060100,N,N,N,Y,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2015061914,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015062730,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015062746,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015063937,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015063969,U,U,Y,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,,,,,1
2015063987,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015070263,N,U,Y,N,Y,Y,3.0,Y,Y,1400.0,N,,,,,,,,N,,,,,1
2015070654,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015073256,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015073263,U,U,U,U,U,U,9.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,N,,,,,1
2015073624,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015073743,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015075727,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015077824,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015077844,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015078217,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015078229,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015078230,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2015078638,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015080257,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015080658,N,N,N,N,N,N,0.0,N,N,99999.0,N,,,,,,,,N,,,,,2
2015081047,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015082625,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,3
2015083408,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015084003,N,Y,Y,Y,Y,Y,1.0,Y,Y,1200.0,N,,,,,,,,N,,,,,1
2015084461,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015084465,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2015085316,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015085732,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2015086240,,,,,,,,,,,,,,,,,,,,N,U,N,N,2
2015086254,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015091093,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015091180,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2015092907,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015092962,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2015095196,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015095216,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015102402,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015103462,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015105131,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2015106384,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2015106426,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2015106466,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2015107959,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
